2026-02-21 09:10:27,828 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
2026-02-21 09:10:27,828 - nanochat.common - [33m[1mWARNING[0m - Peak flops undefined for: NVIDIA A10, MFU will show as 0%

                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
GPU: NVIDIA A10 | Peak FLOPS (BF16): inf
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
WARNING: Flash Attention 3 not available, using PyTorch SDPA fallback
WARNING: Training will be less efficient without FA3
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Vocab size: 32,768
Model config:
{
  "sequence_len": 2048,
  "vocab_size": 32768,
  "n_layer": 12,
  "n_head": 6,
  "n_kv_head": 6,
  "n_embd": 768,
  "window_pattern": "L"
}
Parameter counts:
wte                     : 25,165,824
value_embeds            : 150,994,944
lm_head                 : 25,165,824
transformer_matrices    : 84,935,808
scalars                 : 24
total                   : 286,262,424
Estimated FLOPs per token: 8.871022e+08
Auto-computed optimal batch size: 524,288 tokens
Scaling weight decay from 0.200000 to 0.200000 for depth 12
Scaling the LR for the AdamW parameters ∝1/√(768/768) = 1.000000
Calculated number of iterations from target data:param ratio: 2,111
Total number of training tokens: 1,106,771,968
Tokens : Scaling params ratio: 10.05
Total training FLOPs estimate: 9.818199e+17
Tracking time-to-target using val_bpb with threshold 0.925622
Time-to-target extrapolation method: linear fit over the most recent eval points
Tokens / micro-batch / rank: 4 x 2048 = 8,192
Tokens / micro-batch: 8,192
Total batch size 524,288 => gradient accumulation steps: 64
Step 00000 | Validation bpb: 3.189219
step 00000/02111 (0.00%) | loss: 10.397422 | lrm: 1.00 | dt: 10912.83ms | tok/sec: 48,043 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00001/02111 (0.05%) | loss: 10.179267 | lrm: 1.00 | dt: 9084.64ms | tok/sec: 57,711 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00002/02111 (0.09%) | loss: 9.757224 | lrm: 1.00 | dt: 9131.30ms | tok/sec: 57,416 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00003/02111 (0.14%) | loss: 9.298414 | lrm: 1.00 | dt: 9139.48ms | tok/sec: 57,365 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00004/02111 (0.19%) | loss: 8.858530 | lrm: 1.00 | dt: 9156.12ms | tok/sec: 57,260 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00005/02111 (0.24%) | loss: 8.447828 | lrm: 1.00 | dt: 9151.23ms | tok/sec: 57,291 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00006/02111 (0.28%) | loss: 8.101741 | lrm: 1.00 | dt: 9173.24ms | tok/sec: 57,154 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00007/02111 (0.33%) | loss: 7.833336 | lrm: 1.00 | dt: 9180.85ms | tok/sec: 57,106 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00008/02111 (0.38%) | loss: 7.608476 | lrm: 1.00 | dt: 9185.23ms | tok/sec: 57,079 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00009/02111 (0.43%) | loss: 7.398172 | lrm: 1.00 | dt: 9178.62ms | tok/sec: 57,120 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00010/02111 (0.47%) | loss: 7.215233 | lrm: 1.00 | dt: 9188.55ms | tok/sec: 57,058 | bf16_mfu: 0.00 | epoch: 1 | total time: 0.00m
step 00033/02111 (1.56%) | loss: 5.952157 | lrm: 1.00 | dt: 9188.27ms | tok/sec: 57,060 | bf16_mfu: 0.00 | epoch: 1 | total time: 3.52m | eta: 318.0m
step 00034/02111 (1.61%) | loss: 5.942929 | lrm: 1.00 | dt: 9191.35ms | tok/sec: 57,041 | bf16_mfu: 0.00 | epoch: 1 | total time: 3.67m | eta: 317.8m
step 00035/02111 (1.66%) | loss: 5.913462 | lrm: 1.00 | dt: 9188.42ms | tok/sec: 57,059 | bf16_mfu: 0.00 | epoch: 1 | total time: 3.83m | eta: 317.7m
step 00036/02111 (1.71%) | loss: 5.897270 | lrm: 1.00 | dt: 9192.84ms | tok/sec: 57,032 | bf16_mfu: 0.00 | epoch: 1 | total time: 3.98m | eta: 317.6m
step 00037/02111 (1.75%) | loss: 5.865142 | lrm: 1.00 | dt: 9191.28ms | tok/sec: 57,041 | bf16_mfu: 0.00 | epoch: 1 | total time: 4.13m | eta: 317.4m
step 00038/02111 (1.80%) | loss: 5.856388 | lrm: 1.00 | dt: 9186.39ms | tok/sec: 57,072 | bf16_mfu: 0.00 | epoch: 1 | total time: 4.29m | eta: 317.3m
step 00039/02111 (1.85%) | loss: 5.822697 | lrm: 1.00 | dt: 9188.11ms | tok/sec: 57,061 | bf16_mfu: 0.00 | epoch: 1 | total time: 4.44m | eta: 317.1m
step 00040/02111 (1.89%) | loss: 5.802666 | lrm: 1.00 | dt: 9189.29ms | tok/sec: 57,054 | bf16_mfu: 0.00 | epoch: 1 | total time: 4.59m | eta: 317.0m
step 00041/02111 (1.94%) | loss: 5.794823 | lrm: 1.00 | dt: 9189.59ms | tok/sec: 57,052 | bf16_mfu: 0.00 | epoch: 1 | total time: 4.74m | eta: 316.8m
step 00042/02111 (1.99%) | loss: 5.791341 | lrm: 1.00 | dt: 9183.96ms | tok/sec: 57,087 | bf16_mfu: 0.00 | epoch: 1 | total time: 4.90m | eta: 316.7m
step 00043/02111 (2.04%) | loss: 5.771569 | lrm: 1.00 | dt: 9188.56ms | tok/sec: 57,058 | bf16_mfu: 0.00 | epoch: 1 | total time: 5.05m | eta: 316.5m
step 00044/02111 (2.08%) | loss: 5.729903 | lrm: 1.00 | dt: 9183.75ms | tok/sec: 57,088 | bf16_mfu: 0.00 | epoch: 1 | total time: 5.20m | eta: 316.4m
step 00045/02111 (2.13%) | loss: 5.707595 | lrm: 1.00 | dt: 9183.52ms | tok/sec: 57,090 | bf16_mfu: 0.00 | epoch: 1 | total time: 5.36m | eta: 316.2m
step 00046/02111 (2.18%) | loss: 5.699590 | lrm: 1.00 | dt: 9188.74ms | tok/sec: 57,057 | bf16_mfu: 0.00 | epoch: 1 | total time: 5.51m | eta: 316.1m
step 00047/02111 (2.23%) | loss: 5.672319 | lrm: 1.00 | dt: 9193.83ms | tok/sec: 57,026 | bf16_mfu: 0.00 | epoch: 1 | total time: 5.66m | eta: 315.9m
step 00048/02111 (2.27%) | loss: 5.659472 | lrm: 1.00 | dt: 9189.01ms | tok/sec: 57,055 | bf16_mfu: 0.00 | epoch: 1 | total time: 5.82m | eta: 315.8m
step 00049/02111 (2.32%) | loss: 5.634004 | lrm: 1.00 | dt: 9188.88ms | tok/sec: 57,056 | bf16_mfu: 0.00 | epoch: 1 | total time: 5.97m | eta: 315.6m
step 00050/02111 (2.37%) | loss: 5.614007 | lrm: 1.00 | dt: 9186.97ms | tok/sec: 57,068 | bf16_mfu: 0.00 | epoch: 1 | total time: 6.12m | eta: 315.5m
step 00051/02111 (2.42%) | loss: 5.590422 | lrm: 1.00 | dt: 9196.83ms | tok/sec: 57,007 | bf16_mfu: 0.00 | epoch: 1 | total time: 6.28m | eta: 315.3m
step 00052/02111 (2.46%) | loss: 5.568060 | lrm: 1.00 | dt: 9187.88ms | tok/sec: 57,062 | bf16_mfu: 0.00 | epoch: 1 | total time: 6.43m | eta: 315.2m
step 00053/02111 (2.51%) | loss: 5.560139 | lrm: 1.00 | dt: 9192.06ms | tok/sec: 57,037 | bf16_mfu: 0.00 | epoch: 1 | total time: 6.58m | eta: 315.0m
step 00054/02111 (2.56%) | loss: 5.547284 | lrm: 1.00 | dt: 9187.74ms | tok/sec: 57,063 | bf16_mfu: 0.00 | epoch: 1 | total time: 6.74m | eta: 314.9m
step 00055/02111 (2.61%) | loss: 5.525869 | lrm: 1.00 | dt: 9188.83ms | tok/sec: 57,057 | bf16_mfu: 0.00 | epoch: 1 | total time: 6.89m | eta: 314.7m
step 00056/02111 (2.65%) | loss: 5.480562 | lrm: 1.00 | dt: 9189.17ms | tok/sec: 57,054 | bf16_mfu: 0.00 | epoch: 1 | total time: 7.04m | eta: 314.6m
step 00057/02111 (2.70%) | loss: 5.465540 | lrm: 1.00 | dt: 9190.37ms | tok/sec: 57,047 | bf16_mfu: 0.00 | epoch: 1 | total time: 7.20m | eta: 314.4m
step 00058/02111 (2.75%) | loss: 5.432162 | lrm: 1.00 | dt: 9196.14ms | tok/sec: 57,011 | bf16_mfu: 0.00 | epoch: 1 | total time: 7.35m | eta: 314.3m
step 00059/02111 (2.79%) | loss: 5.418828 | lrm: 1.00 | dt: 9189.11ms | tok/sec: 57,055 | bf16_mfu: 0.00 | epoch: 1 | total time: 7.50m | eta: 314.1m
step 00060/02111 (2.84%) | loss: 5.382539 | lrm: 1.00 | dt: 9183.79ms | tok/sec: 57,088 | bf16_mfu: 0.00 | epoch: 1 | total time: 7.65m | eta: 314.0m
step 00061/02111 (2.89%) | loss: 5.356003 | lrm: 1.00 | dt: 9181.87ms | tok/sec: 57,100 | bf16_mfu: 0.00 | epoch: 1 | total time: 7.81m | eta: 313.8m
step 00062/02111 (2.94%) | loss: 5.337016 | lrm: 1.00 | dt: 9192.08ms | tok/sec: 57,036 | bf16_mfu: 0.00 | epoch: 1 | total time: 7.96m | eta: 313.7m
step 00063/02111 (2.98%) | loss: 5.333421 | lrm: 1.00 | dt: 9192.64ms | tok/sec: 57,033 | bf16_mfu: 0.00 | epoch: 1 | total time: 8.11m | eta: 313.5m
step 00064/02111 (3.03%) | loss: 5.378344 | lrm: 1.00 | dt: 9188.83ms | tok/sec: 57,057 | bf16_mfu: 0.00 | epoch: 1 | total time: 8.27m | eta: 313.4m
step 00065/02111 (3.08%) | loss: 5.339553 | lrm: 1.00 | dt: 9193.98ms | tok/sec: 57,025 | bf16_mfu: 0.00 | epoch: 1 | total time: 8.42m | eta: 313.2m
step 00066/02111 (3.13%) | loss: 5.310312 | lrm: 1.00 | dt: 9190.29ms | tok/sec: 57,048 | bf16_mfu: 0.00 | epoch: 1 | total time: 8.57m | eta: 313.1m
step 00067/02111 (3.17%) | loss: 5.300525 | lrm: 1.00 | dt: 9195.03ms | tok/sec: 57,018 | bf16_mfu: 0.00 | epoch: 1 | total time: 8.73m | eta: 312.9m
step 00068/02111 (3.22%) | loss: 5.263417 | lrm: 1.00 | dt: 9187.72ms | tok/sec: 57,063 | bf16_mfu: 0.00 | epoch: 1 | total time: 8.88m | eta: 312.8m
step 00069/02111 (3.27%) | loss: 5.258949 | lrm: 1.00 | dt: 9187.46ms | tok/sec: 57,065 | bf16_mfu: 0.00 | epoch: 1 | total time: 9.03m | eta: 312.6m
step 00070/02111 (3.32%) | loss: 5.235578 | lrm: 1.00 | dt: 9192.48ms | tok/sec: 57,034 | bf16_mfu: 0.00 | epoch: 1 | total time: 9.19m | eta: 312.5m
step 00071/02111 (3.36%) | loss: 5.215229 | lrm: 1.00 | dt: 9186.63ms | tok/sec: 57,070 | bf16_mfu: 0.00 | epoch: 1 | total time: 9.34m | eta: 312.3m
step 00072/02111 (3.41%) | loss: 5.183064 | lrm: 1.00 | dt: 9187.59ms | tok/sec: 57,064 | bf16_mfu: 0.00 | epoch: 1 | total time: 9.49m | eta: 312.2m
step 00073/02111 (3.46%) | loss: 5.151472 | lrm: 1.00 | dt: 9188.12ms | tok/sec: 57,061 | bf16_mfu: 0.00 | epoch: 1 | total time: 9.65m | eta: 312.0m
step 00074/02111 (3.51%) | loss: 5.139812 | lrm: 1.00 | dt: 9188.95ms | tok/sec: 57,056 | bf16_mfu: 0.00 | epoch: 1 | total time: 9.80m | eta: 311.9m
step 00075/02111 (3.55%) | loss: 5.108149 | lrm: 1.00 | dt: 9188.33ms | tok/sec: 57,060 | bf16_mfu: 0.00 | epoch: 1 | total time: 9.95m | eta: 311.7m
step 00076/02111 (3.60%) | loss: 5.085800 | lrm: 1.00 | dt: 9186.38ms | tok/sec: 57,072 | bf16_mfu: 0.00 | epoch: 1 | total time: 10.11m | eta: 311.6m
step 00077/02111 (3.65%) | loss: 5.067695 | lrm: 1.00 | dt: 9186.67ms | tok/sec: 57,070 | bf16_mfu: 0.00 | epoch: 1 | total time: 10.26m | eta: 311.4m
step 00078/02111 (3.69%) | loss: 5.023452 | lrm: 1.00 | dt: 9190.40ms | tok/sec: 57,047 | bf16_mfu: 0.00 | epoch: 1 | total time: 10.41m | eta: 311.3m
step 00079/02111 (3.74%) | loss: 4.996214 | lrm: 1.00 | dt: 9189.45ms | tok/sec: 57,053 | bf16_mfu: 0.00 | epoch: 1 | total time: 10.56m | eta: 311.1m
step 00080/02111 (3.79%) | loss: 4.966709 | lrm: 1.00 | dt: 9184.38ms | tok/sec: 57,084 | bf16_mfu: 0.00 | epoch: 1 | total time: 10.72m | eta: 311.0m
step 00081/02111 (3.84%) | loss: 4.960423 | lrm: 1.00 | dt: 9180.33ms | tok/sec: 57,109 | bf16_mfu: 0.00 | epoch: 1 | total time: 10.87m | eta: 310.8m
step 00082/02111 (3.88%) | loss: 4.940625 | lrm: 1.00 | dt: 9187.26ms | tok/sec: 57,066 | bf16_mfu: 0.00 | epoch: 1 | total time: 11.02m | eta: 310.7m
step 00083/02111 (3.93%) | loss: 4.939162 | lrm: 1.00 | dt: 9184.99ms | tok/sec: 57,080 | bf16_mfu: 0.00 | epoch: 1 | total time: 11.18m | eta: 310.5m
step 00084/02111 (3.98%) | loss: 4.922004 | lrm: 1.00 | dt: 9188.61ms | tok/sec: 57,058 | bf16_mfu: 0.00 | epoch: 1 | total time: 11.33m | eta: 310.3m
step 00085/02111 (4.03%) | loss: 4.901681 | lrm: 1.00 | dt: 9191.58ms | tok/sec: 57,040 | bf16_mfu: 0.00 | epoch: 1 | total time: 11.48m | eta: 310.2m
step 00086/02111 (4.07%) | loss: 4.887983 | lrm: 1.00 | dt: 9186.44ms | tok/sec: 57,071 | bf16_mfu: 0.00 | epoch: 1 | total time: 11.64m | eta: 310.0m
step 00087/02111 (4.12%) | loss: 4.863253 | lrm: 1.00 | dt: 9181.06ms | tok/sec: 57,105 | bf16_mfu: 0.00 | epoch: 1 | total time: 11.79m | eta: 309.9m
step 00088/02111 (4.17%) | loss: 4.813149 | lrm: 1.00 | dt: 9173.76ms | tok/sec: 57,150 | bf16_mfu: 0.00 | epoch: 1 | total time: 11.94m | eta: 309.7m
step 00089/02111 (4.22%) | loss: 4.784116 | lrm: 1.00 | dt: 9180.20ms | tok/sec: 57,110 | bf16_mfu: 0.00 | epoch: 1 | total time: 12.10m | eta: 309.6m
step 00090/02111 (4.26%) | loss: 4.800317 | lrm: 1.00 | dt: 9180.44ms | tok/sec: 57,109 | bf16_mfu: 0.00 | epoch: 1 | total time: 12.25m | eta: 309.4m
step 00091/02111 (4.31%) | loss: 4.808230 | lrm: 1.00 | dt: 9180.48ms | tok/sec: 57,109 | bf16_mfu: 0.00 | epoch: 1 | total time: 12.40m | eta: 309.3m
step 00092/02111 (4.36%) | loss: 4.797967 | lrm: 1.00 | dt: 9183.06ms | tok/sec: 57,092 | bf16_mfu: 0.00 | epoch: 1 | total time: 12.55m | eta: 309.1m
step 00093/02111 (4.41%) | loss: 4.757758 | lrm: 1.00 | dt: 9182.93ms | tok/sec: 57,093 | bf16_mfu: 0.00 | epoch: 1 | total time: 12.71m | eta: 309.0m
step 00094/02111 (4.45%) | loss: 4.735187 | lrm: 1.00 | dt: 9184.58ms | tok/sec: 57,083 | bf16_mfu: 0.00 | epoch: 1 | total time: 12.86m | eta: 308.8m
step 00095/02111 (4.50%) | loss: 4.726466 | lrm: 1.00 | dt: 9185.07ms | tok/sec: 57,080 | bf16_mfu: 0.00 | epoch: 1 | total time: 13.01m | eta: 308.6m
step 00096/02111 (4.55%) | loss: 4.705300 | lrm: 1.00 | dt: 9177.74ms | tok/sec: 57,126 | bf16_mfu: 0.00 | epoch: 1 | total time: 13.17m | eta: 308.5m
step 00097/02111 (4.59%) | loss: 4.668136 | lrm: 1.00 | dt: 9177.63ms | tok/sec: 57,126 | bf16_mfu: 0.00 | epoch: 1 | total time: 13.32m | eta: 308.3m
step 00098/02111 (4.64%) | loss: 4.655089 | lrm: 1.00 | dt: 9176.20ms | tok/sec: 57,135 | bf16_mfu: 0.00 | epoch: 1 | total time: 13.47m | eta: 308.2m
step 00099/02111 (4.69%) | loss: 4.636723 | lrm: 1.00 | dt: 9180.90ms | tok/sec: 57,106 | bf16_mfu: 0.00 | epoch: 1 | total time: 13.63m | eta: 308.0m
Step 00100 | Validation bpb: 1.377167
step 00100/02111 (4.74%) | loss: 4.603693 | lrm: 1.00 | dt: 9176.84ms | tok/sec: 57,131 | bf16_mfu: 0.00 | epoch: 1 | total time: 13.78m | eta: 307.9m
step 00101/02111 (4.78%) | loss: 4.582882 | lrm: 1.00 | dt: 9176.88ms | tok/sec: 57,131 | bf16_mfu: 0.00 | epoch: 1 | total time: 13.93m | eta: 307.7m
step 00102/02111 (4.83%) | loss: 4.581036 | lrm: 1.00 | dt: 9173.36ms | tok/sec: 57,153 | bf16_mfu: 0.00 | epoch: 1 | total time: 14.08m | eta: 307.6m
step 00103/02111 (4.88%) | loss: 4.579956 | lrm: 1.00 | dt: 9179.56ms | tok/sec: 57,114 | bf16_mfu: 0.00 | epoch: 1 | total time: 14.24m | eta: 307.4m
step 00104/02111 (4.93%) | loss: 4.565115 | lrm: 1.00 | dt: 9174.69ms | tok/sec: 57,145 | bf16_mfu: 0.00 | epoch: 1 | total time: 14.39m | eta: 307.2m
step 00105/02111 (4.97%) | loss: 4.556729 | lrm: 1.00 | dt: 9178.87ms | tok/sec: 57,119 | bf16_mfu: 0.00 | epoch: 1 | total time: 14.54m | eta: 307.1m
step 00106/02111 (5.02%) | loss: 4.534649 | lrm: 1.00 | dt: 9192.21ms | tok/sec: 57,036 | bf16_mfu: 0.00 | epoch: 1 | total time: 14.70m | eta: 306.9m
step 00107/02111 (5.07%) | loss: 4.516620 | lrm: 1.00 | dt: 9184.48ms | tok/sec: 57,084 | bf16_mfu: 0.00 | epoch: 1 | total time: 14.85m | eta: 306.8m
